StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,PConsent,PConsent_4_TEXT,CConsentUnderstand,CConsent,Parent Instr,Country,State,City,CGender,CGender_4_TEXT,CAge,CEducation,PHispanic,CHispanic,PRace,CRace,PEthnicity,PEthnicity_7_TEXT,CEthnicity,CEthnicity_7_TEXT,PGeneration,PGeneration_4_TEXT,CGeneration,CGeneration_4_TEXT,PCountryYears,CCountryYears,CEnglish_1,CEnglish_2,CLanguages,CLanguageAbilities,Siblings,MaritalStatus,Referal Source,PCPRS-Conflict_1,PCPRS-Conflict_2,PCPRS-Conflict_3,PCPRS-Conflict_4,PCPRS-Conflict_5,PCPRS-Conflict_6,PCPRS-Conflict_7,PCPRS-Conflict_8,PSDQ_1,PSDQ_2,PSDQ_3,PAFD_1,PAFD_2,PAFD_3,PAFD_4,PAFD_5,PAFD_6,PAFD_7,PAFD_8,PAFD_9,PAFD_10,PLL-General_1,PLL-General_2,PLL-General_3,PLL-FreeResponse,PLL-WordsFreq_1,PLL-WordsFreq_2,PLL-WordsFreq_3,PLL-WordsFreq_4,PLL-TouchFreq_1,PLL-TouchFreq_2,PLL-TouchFreq_3,PLL-TouchFreq_4,PLL-GiftsFreq_1,PLL-GiftsFreq_2,PLL-GiftsFreq_3,PLL-GiftsFreq_4,PLL-Service Freq_1,PLL-Service Freq_2,PLL-Service Freq_3,PLL-Service Freq_4,PLL-TimeFreq_1,PLL-TimeFreq_2,PLL-TimeFreq_3,PLL-TimeFreq_4,PLL-FoodFreq_1,PLL-FoodFreq_2,PLL-FoodFreq_3,PLL-FoodFreq_4,CPrestudy-Instr,CAFD_1,CAFD_2,CAFD_3,CAFD_4,CAFD_5,CAFD_6,CAFD_7,CAFD_8,CAFD_9,CAFD_10,CLL-General_1,CLL-General_2,CLL-General_3,CLL-Free Response,CLL-WordsFreq_1,CLL-WordsFreq_2,CLL-WordsFreq_3,CLL-WordsFreq_4,CLL-TouchFreq_1,CLL-TouchFreq_2,CLL-TouchFreq_3,CLL-TouchFreq_4,CLL-GiftsFreq_1,CLL-GiftsFreq_2,CLL-GiftsFreq_3,CLL-GiftsFreq_4,CLL-ServiceFreq_1,CLL-ServiceFreq_2,CLL-ServiceFreq_3,CLL-ServiceFreq_4,CLL-TimeFreq_1,CLL-TimeFreq_2,CLL-TimeFreq_3,CLL-TimeFreq_4,CLL-FoodFreq_1,CLL-FoodFreq_2,CLL-FoodFreq_3,CLL-FoodFreq_4,CUnderstand-Check,PInfluence-Check,participant_id
2026-03-29 19:04:04,2026-03-29 19:06:44,IP Address,100,160,True,2026-03-29 19:06:45,R_7qZP9RJzqXKcVU7,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,Washington,Seattle,Male,,11,5th Grade,No,No,Asian,Asian,Chinese,,Chinese,,First-generation (I was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,"Second-generation (My child was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and I or my partner immigrated here)",,20,11,Very well,Very well,chinese,A little,2,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38952258
2026-03-29 19:45:41,2026-03-29 20:19:40,IP Address,100,2038,True,2026-03-29 20:19:41,R_39s6UnJ6UPMPhTd,qr,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,Washington,Bellevue,Male,,11,5th Grade,No,No,Prefer not to say,Prefer not to say,,,,,First-generation (I was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,"Second-generation (My child was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and I or my partner immigrated here)",,19,11,Very well,Very well,Chinese,A little,2,Married,My daughter sent me a flyer,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Not really,Not True,Not True,Not True,Often,Often,Always,Always,Always,Often,Often,Often,Often,Often,Strongly agree,Strongly agree,Agree,Spend quality time together. Offer service. Good food.,Often,Often,Often,Often,Always,Always,Always,Sometimes,Sometimes,Never,Often,Often,Always,Always,Sometimes,Always,Often,Sometimes,Often,Often,Always,Always,Often,Often,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Often,Often,Sometimes,Always,Always,Often,Often,Often,Always,Often,Strongly agree,Strongly agree,Strongly agree,Making me eat healthy,Often,Sometimes,Sometimes,Always,Always,Always,Always,Always,Often,Often,Always,Always,Often,Always,Sometimes,Always,Always,Sometimes,Always,Often,Always,Always,Always,Always,Fully understood all questions,None at all,57822002
2026-03-30 20:20:05,2026-03-30 20:20:50,IP Address,100,45,True,2026-03-30 20:20:51,R_9L5WRUStZXqz4iK,anonymous,EN,I confirm that I am over 18 years old.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65921356
2026-04-05 19:21:53,2026-04-05 19:36:59,IP Address,100,905,True,2026-04-05 19:36:59,R_3QAFQ4tsQezpcbx,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,WA,Clyde Hill,Female,,9,3rd Grade,No,No,Asian,Asian,Chinese,,Chinese,,First-generation (I was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,"Second-generation (My child was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and I or my partner immigrated here)",,19,9,Very well,Very well,Chinese,Pretty well,0,Married,"WeChat ",Not really,Not really,Not really,Not really,Not really,Not really,Not really,Not really,Somewhat True,Not True,Not True,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Strongly agree,Strongly agree,Strongly agree,"We hug, kiss, snuggle and I tell him I love him",Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Often,Always,Always,Always,Always,Sometimes,Always,Always,Always,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Always,Often,Always,Often,Often,Often,Often,Always,Always,Often,Strongly agree,Strongly agree,Strongly agree,Hugs snuggles and kisses,Always,Often,Often,Always,Often,Often,Sometimes,Often,Sometimes,Sometimes,Always,Always,Often,Always,Often,Often,Often,Often,Often,Always,Often,Always,Always,Often,Fully understood all questions,None at all,45246116
2026-04-06 06:41:32,2026-04-06 06:49:47,IP Address,100,495,True,2026-04-06 06:49:48,R_6LoLATGUE9gtUN6,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,NY,New york,Male,,6,1st Grade,No,No,Asian,Asian,Chinese,,Chinese,,"Second-generation (I was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and at least one of my parents immigrated here)",,Third-generation or beyond (My child and both I and my partner were born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}),,46,6,Very well,A little,Mandarin,A little,1,Married,Family,Applies somewhat,Definitely does not apply,Applies somewhat,Applies somewhat,Applies somewhat,Applies somewhat,Not really,Not really,Somewhat True,Somewhat True,Not True,Always,Often,Often,Often,Often,Often,Often,Often,Often,Often,Strongly agree,Strongly agree,Strongly agree,Words and actions,Always,Always,Always,Always,Always,Always,Always,Always,Often,Sometimes,Often,Often,Always,Always,Always,Always,Always,Often,Often,Often,Often,Always,Often,Often,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Always,Often,Often,Often,Often,Often,Often,Often,Often,Often,Strongly agree,Strongly agree,Strongly agree,"Hugs and kisses ",Always,Always,Always,Always,Always,Always,Always,Always,Often,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Understood most questions,A little,73705580
2026-04-05 17:30:57,2026-04-05 17:31:12,IP Address,4,15,False,2026-04-12 17:31:13,R_5J4wyQ7cyRfxcpg,qr,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92051105
2026-04-05 19:44:59,2026-04-05 19:45:17,IP Address,4,18,False,2026-04-12 19:45:19,R_6zNFvDx6BfTcCk5,qr,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69653992
2026-04-06 03:33:08,2026-04-06 04:50:11,IP Address,98,4622,False,2026-04-13 04:50:13,R_7IYPAdVUIL08Eq0,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,MA,Malden,Female,,12,6th Grade,No,No,Asian,Asian,Chinese,,Chinese,,First-generation (I was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,First-generation (My child was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,9,9,Pretty well,Pretty well,Cantonese,Pretty well,0,Married,From my friend,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Not really,Definitely does not apply,Definitely does not apply,Definitely does not apply,Not True,Not True,Not True,Always,Always,Always,Always,Always,Always,Often,Always,Often,Always,Strongly agree,Strongly agree,Strongly agree,"Spending time with her, listening to her and talking to her",Always,Always,Always,Always,Always,Always,Always,Always,Often,Often,Always,Always,Always,Always,Always,Always,Always,Often,Always,Always,Always,Always,Always,Always,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Always,Always,Always,Always,Always,Always,Often,Always,Always,Always,Strongly agree,Strongly agree,Strongly agree,"She takes care of me, hugs me",Always,Always,Always,Always,Always,Always,Always,Always,Often,Often,Always,Always,Always,Always,Always,Always,Always,Often,Often,Always,Always,Always,Always,Always,Understood most questions,None at all,94801371
2026-05-07 11:38:49,2026-05-07 11:39:53,IP Address,9,63,False,2026-05-14 11:39:55,R_63VKhtDfkBpaOMM,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81679932
2026-05-20 15:45:49,2026-05-20 15:47:21,IP Address,31,91,False,2026-05-27 15:48:05,R_6odRLF2lf2u6kmW,qr,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",Philippines,,Mandaluyong,Female,,10,5th Grade,No,No,Asian,Asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74354642
2026-06-02 13:20:58,2026-06-02 13:31:13,IP Address,100,614,True,2026-06-02 13:31:14,R_5xzt4itZIaalHjF,qr,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",Philippines,,Mandaluyong,Male,,13,8th Grade,No,No,Asian,Asian,Filipino,,Filipino,,Other (please specify):,"I was born in the Philippines, immigrated to the United States, and currently living in the Philippines for the past four years.",Other (please specify):,My child was born in the United States and is an American Citizen.,32,0,Very well,Very well,Tagalog,A little,1,Divorced,Kryster Labarda,"Neutral, not sure",Applies somewhat,Not really,"Neutral, not sure",Not really,"Neutral, not sure",Applies somewhat,"Neutral, not sure",Not True,Somewhat True,Not True,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Often,Sometimes,Sometimes,Agree,Agree,Agree,I buy him gifts and toys that he likes. I show up to important events like his graduation. I make jokes with him,Often,Often,Sometimes,Often,Sometimes,Never,Never,Sometimes,Always,Always,Always,Always,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Agree,Agree,Disagree,"Likes to cook, visits me whenever, likes to play video games with me.",Often,Often,Never,Never,Never,Never,Never,Never,Always,Often,Often,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Fully understood all questions,None at all,97706852
2026-06-02 13:48:16,2026-06-02 14:03:06,IP Address,100,889,True,2026-06-02 14:03:06,R_1Hzc9xNURlRSlrS,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,California,Rancho Cucamonga,Female,,6,1st Grade,No,No,Asian,Asian,Indian,,Indian,,First-generation (I was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,"Second-generation (My child was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and I or my partner immigrated here)",,48,6,Very well,Very well,none,,4,Married,My daughter’s friend,Definitely does not apply,Definitely does not apply,Definitely does not apply,Not really,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Not True,Not True,Not True,Always,Always,Always,Always,Always,Always,Always,Always,Often,Sometimes,Strongly agree,Strongly agree,Strongly agree,I am very supportive of her sports and school. i help her with homework and we like to read together every other night if not every night. I take her out shopping and we get sweet treats all the time,Always,Always,Often,Often,Always,Often,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Always,Always,Always,Sometimes,Sometimes,Often,Sometimes,Sometimes,Always,Sometimes,Agree,Agree,Agree,she reads storys. we eat food. we go to school and soccer games. she makes cookies. she is nice,Often,Never,Never,Never,Always,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Always,Always,Often,Always,Often,Often,Always,Often,Never,Often,Sometimes,Sometimes,Understood most questions,A little,32886301
2026-06-02 13:52:40,2026-06-02 14:33:09,IP Address,100,2429,True,2026-06-02 14:33:10,R_1bMnLtwXB6bjTrj,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,New York,Manhatten,Male,,8,3rd Grade,No,No,Asian,Asian,Koreans,,Koreans,,"Second-generation (I was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and at least one of my parents immigrated here)",,Third-generation or beyond (My child and both I and my partner were born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}),,40,8,Very well,Very well,Korean,A little,0,Married,Kryster,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Definitely does not apply,Not True,Not True,Not True,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Strongly agree,Strongly agree,Strongly agree,I show love to my child by giving physical affection as well as words of affirmation.,Always,Always,Always,Always,Always,Always,Always,Always,Always,Often,Often,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Strongly agree,Strongly agree,Strongly agree,She loves me love by hugging me,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Often,Always,Always,Always,Fully understood all questions,None at all,74580959
2026-06-03 14:45:10,2026-06-03 14:54:15,IP Address,100,544,True,2026-06-03 14:54:15,R_7jQ9zLxyCyDGMOV,qr,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,California,Fontana,Female,,10,5th Grade,No,No,Asian,Asian,Filipino,,Filipino,,First-generation (I was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,"Second-generation (My child was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and I or my partner immigrated here)",,27,10,Very well,Very well,Tagalog,A little,2,Married,Kryster,Not really,Not really,"Neutral, not sure",Applies somewhat,"Neutral, not sure",Applies somewhat,Applies somewhat,"Neutral, not sure",Somewhat True,Somewhat True,Not True,Sometimes,Often,Often,Often,Always,Often,Sometimes,Sometimes,Often,Often,Agree,Strongly agree,Agree,"I always let her open up to me when she is feeling down. I drive her to places and drive her friends. I try to help her with school when she is having trouble with homework or other students. ",Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Often,Sometimes,Always,Always,Often,Always,Often,Sometimes,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Agree,She shows me love by getting me food I like after school and sometimes going out with friends when I ask. She asks me questions about my day,Often,Sometimes,Never,Never,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Never,Often,Often,Often,Always,Often,Always,Fully understood all questions,None at all,84835785
2026-06-06 07:14:46,2026-06-06 07:15:44,IP Address,4,57,False,2026-06-13 07:15:46,R_3OMwRtysvQaHk8x,qr,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47571266
2026-06-15 17:54:25,2026-06-15 18:21:58,IP Address,100,1653,True,2026-06-15 18:21:59,R_5wFFba05H6zZDLj,qr,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,IL,Niles,Male,,7,1st Grade,No,Yes,Asian,"Asian,Other",Taiwanese,,"Taiwanese,Other (Please specify)",Puerto Rican,First-generation (I was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,"Second-generation (My child was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and I or my partner immigrated here)",,15,7,Very well,Very well,"Mandarin ",Pretty well,0,Married,Taiwan psychology network,Not really,Definitely does not apply,Not really,"Neutral, not sure",Not really,Not really,Definitely does not apply,Definitely does not apply,Not True,Not True,Not True,Always,Often,Often,Often,Always,Often,Often,Always,Often,Often,Strongly agree,Strongly agree,Strongly agree,"Physical contact (hold hands and hugs), verbal expressions (say I love you, I like what you do, and etc), explain my rationales for my actions, explain situations to him, ask about his feelings",Always,Often,Always,Often,Always,Often,Often,Often,Sometimes,Sometimes,Often,Often,Always,Often,Sometimes,Often,Often,Often,Often,Always,Often,Always,Always,Always,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Always,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Always,Always,Strongly agree,Strongly agree,Strongly agree,"By giving me hugs and kisses 😘 ",Always,Sometimes,Always,Often,Always,Always,Always,Always,Sometimes,Often,Always,Often,Always,Always,Often,Always,Always,Often,Always,Often,Always,Always,Often,Often,Understood most questions,None at all,86711172
2026-06-15 21:15:58,2026-06-15 21:30:27,IP Address,100,869,True,2026-06-15 21:30:28,R_6WP5l0UnTjX3xgu,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,CA,"Sunnyvale ",Male,,6,1st Grade,No,No,Asian,"White or Caucasian,Asian","Chinese,Japanese",,"Chinese,Japanese",,"Second-generation (I was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and at least one of my parents immigrated here)",,Third-generation or beyond (My child and both I and my partner were born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}),,45,6,Very well,A little,"Spanish ",Very well,0,Single (or Never Married),Friend,Definitely does not apply,Definitely does not apply,Applies somewhat,Not really,Applies somewhat,Not really,Not really,Not really,Somewhat True,Not True,Not True,Often,Often,Often,Often,Always,Sometimes,Sometimes,Often,Often,Often,Strongly agree,Strongly agree,Strongly agree,"Hugs, snuggles, play, outings, treat ",Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Often,Always,Often,Always,Often,Always,Always,Often,Often,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Often,Always,Sometimes,Often,Sometimes,Always,Sometimes,Often,Often,Often,Agree,Agree,Agree,"Say it, ",Often,Often,Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,Always,Always,Often,Always,Often,Often,Often,Often,Often,Often,Always,Often,Always,Often,Understood most questions,None at all,97431209
2026-06-16 12:54:09,2026-06-16 12:54:43,IP Address,100,34,True,2026-06-16 12:54:44,R_1fmj0LbQpA2VJvU,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.,I prefer not to participate (Can you please elaborate on why?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83060246
2026-06-15 21:46:29,2026-06-16 14:00:59,IP Address,100,58469,True,2026-06-16 14:01:00,R_67Qk7B0l0LGuHwR,anonymous,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,California,Sa Mateo,Female,,11,6th Grade,No,No,Asian,Asian,Chinese,,Chinese,,First-generation (I was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,"Second-generation (My child was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and I or my partner immigrated here)",,45,11,Very well,Very well,None,Very well,1,Married,Facebook,Not really,Applies somewhat,Not really,Not really,Not really,Not really,Not really,Not really,Somewhat True,Somewhat True,Not True,Sometimes,Sometimes,Never,Often,Often,Sometimes,Often,Often,Often,Often,Agree,Agree,Agree,Acts of service,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Often,Often,Always,Always,Always,Always,Often,Sometimes,Often,Often,Always,Often,Always,Often,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Always,Always,Always,Always,Always,Often,Often,Always,Always,Always,Strongly agree,Strongly agree,Strongly agree,by watching pursuit of jade w/ me :),Always,Often,Always,Always,Often,Never,Sometimes,Never,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Often,Always,Always,Fully understood all questions,None at all,63602941
2026-06-18 21:11:34,2026-06-18 21:14:13,IP Address,100,158,True,2026-06-18 21:14:14,R_7r1bXN14jmYN7rs,qr,EN,"I confirm that I am over 18 years old.,I consent to my child between 6-13 years old to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98522448
2026-06-21 08:18:16,2026-06-21 08:27:58,IP Address,100,581,True,2026-06-21 08:27:59,R_6qezJsTpKX667jb,qr,EN,"I confirm that I am over 18 years old.,I confirm that I can read in English.,I consent to my child between 6-13 years old to participate in this study.",,"Yes, my child is capable of understanding this study","Yes, my child wants to be in this research study","I confirm that my child is not present, and my child will not see my following answers.",United States of America,WA,Bellevue,Male,,6,Kindergarten,No,No,Asian,Asian,Chinese,,Chinese,,First-generation (I was born outside ${q://QID1323330112/ChoiceGroup/SelectedChoices} and immigrated here),,"Second-generation (My child was born in ${q://QID1323330112/ChoiceGroup/SelectedChoices}, and I or my partner immigrated here)",,10,6,Pretty well,Pretty well,Mandarin,Pretty well,0,Married,Library leaflet,Not really,Not really,Not really,Not really,Applies somewhat,"Neutral, not sure",Not really,Not really,Somewhat True,Somewhat True,Not True,Always,Always,Always,Always,Always,Always,Often,Often,Often,Always,Agree,Agree,Agree,Physical touch hugging etc./ verbal appreciation,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Often,Often,Often,Often,Always,Always,Often,Often,Often,Often,Often,Often,Always,Always,Always,Sometimes,"I understand that my child will be answering the following questions, and I will limit my influence to the best of my abilities",Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Strongly agree,Strongly agree,Strongly agree,Hugging me,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Always,Always,Always,Always,Often,Often,Often,Often,Often,Often,Often,Sometimes,Understood most questions,A little,27388034
